121	61	-1.0
194	300	-1.0
390	259	-1.0
704	534	-1.0
915	358	-1.0
786	451	-1.0
595	212	-1.0
136	206	-1.0
258	822	-1.0
839	273	-1.0
617	564	-1.0
54	180	-1.0
884	647	-1.0
856	136	-1.0
814	623	-1.0
734	827	-1.0
723	617	-1.0
336	414	-1.0
465	366	-1.0
706	205	-1.0
356	785	-1.0
315	440	-1.0
388	568	-1.0
46	746	-1.0
374	40	-1.0
365	726	-1.0
451	763	-1.0
100	672	-1.0
377	473	-1.0
806	418	-1.0
161	820	-1.0
33	657	-1.0
385	732	-1.0
522	619	-1.0
620	132	-1.0
743	97	-1.0
441	475	-1.0
899	258	-1.0
264	516	-1.0
41	765	-1.0
567	434	-1.0
335	262	-1.0
449	143	-1.0
724	403	-1.0
885	797	-1.0
596	180	-1.0
559	431	-1.0
95	427	-1.0
739	888	-1.0
782	746	-1.0
722	71	-1.0
921	475	-1.0
22	17	-1.0
97	136	-1.0
362	403	-1.0
15	686	-1.0
109	855	-1.0
239	319	-1.0
772	405	-1.0
937	808	-1.0
366	354	-1.0
291	428	-1.0
745	769	-1.0
256	129	-1.0
523	124	-1.0
867	349	-1.0
639	260	-1.0
462	928	-1.0
415	418	-1.0
531	213	-1.0
609	273	-1.0
543	609	-1.0
208	560	-1.0
246	317	-1.0
490	12	-1.0
458	166	-1.0
842	127	-1.0
605	681	-1.0
626	291	-1.0
762	467	-1.0
304	88	-1.0
502	639	-1.0
153	231	-1.0
499	434	-1.0
823	451	-1.0
442	813	-1.0
695	647	-1.0
789	799	-1.0
98	38	-1.0
878	273	-1.0
421	3	-1.0
846	614	-1.0
67	698	-1.0
584	765	-1.0
866	488	-1.0
105	437	-1.0
541	205	-1.0
338	726	-1.0
227	35	-1.0
803	779	-1.0
3	277	-1.0
32	153	-1.0
146	314	-1.0
774	284	-1.0
229	437	-1.0
529	218	-1.0
48	783	-1.0
582	912	-1.0
554	898	-1.0
778	257	-1.0
510	664	-1.0
612	50	-1.0
538	112	-1.0
341	936	-1.0
311	695	-1.0
265	766	-1.0
343	519	-1.0
350	133	-1.0
452	898	-1.0
93	69	-1.0
158	589	-1.0
608	245	-1.0
77	651	-1.0
511	928	-1.0
847	132	-1.0
873	31	-1.0
404	196	-1.0
371	164	-1.0
326	473	-1.0
397	434	-1.0
152	127	-1.0
875	441	-1.0
18	127	-1.0
684	139	-1.0
426	126	-1.0
459	208	-1.0
713	139	-1.0
627	155	-1.0
727	147	-1.0
117	133	-1.0
526	358	-1.0
466	208	-1.0
270	134	-1.0
624	471	-1.0
570	20	-1.0
562	143	-1.0
662	129	-1.0
597	187	-1.0
548	358	-1.0
930	212	-1.0
447	147	-1.0
504	519	-1.0
181	516	-1.0
380	170	-1.0
644	171	-1.0
881	146	-1.0
34	118	-1.0
324	187	-1.0
577	284	-1.0
149	161	-1.0
848	112	-1.0
894	366	-1.0
94	35	-1.0
44	688	-1.0
96	628	-1.0
287	208	-1.0
535	170	-1.0
463	208	-1.0
836	195	-1.0
329	471	-1.0
557	180	-1.0
222	685	-1.0
169	132	-1.0
830	107	-1.0
665	662	-1.0
381	166	-1.0
890	418	-1.0
74	300	-1.0
301	36	-1.0
708	156	-1.0
757	36	-1.0
816	123	-1.0
505	473	-1.0
717	114	-1.0
680	114	-1.0
844	129	-1.0
198	191	-1.0
83	273	-1.0
182	127	-1.0
871	172	-1.0
908	100	-1.0
457	147	-1.0
509	167	-1.0
347	147	-1.0
939	111	-1.0
659	140	-1.0
154	133	-1.0
802	122	-1.0
195	124	-1.0
579	242	-1.0
849	187	-1.0
494	309	-1.0
25	107	-1.0
826	208	-1.0
279	427	-1.0
332	585	-1.0
935	127	-1.0
59	282	-1.0
632	143	-1.0
252	124	-1.0
649	180	-1.0
880	909	-1.0
323	845	-1.0
883	726	-1.0
92	720	-1.0
901	34	-1.0
226	112	-1.0
498	166	-1.0
877	55	-1.0
558	219	-1.0
709	100	-1.0
929	127	-1.0
217	107	-1.0
1	431	-1.0
642	139	-1.0
702	101	-1.0
157	165	-1.0
576	107	-1.0
536	439	-1.0
561	143	-1.0
11	300	-1.0
312	609	-1.0
119	685	-1.0
409	319	-1.0
228	137	-1.0
186	122	-1.0
318	702	-1.0
750	20	-1.0
907	219	-1.0
453	111	-1.0
927	19	-1.0
10	166	-1.0
237	186	-1.0
862	531	-1.0
197	242	-1.0
923	134	-1.0
735	114	-1.0
500	341	-1.0
528	120	-1.0
776	131	-1.0
26	135	-1.0
190	208	-1.0
30	114	-1.0
683	114	-1.0
569	212	-1.0
887	105	-1.0
479	36	-1.0
422	340	-1.0
483	112	-1.0
131	167	-1.0
261	103	-1.0
266	202	-1.0
669	366	-1.0
933	651	-1.0
517	212	-1.0
781	124	-1.0
673	150	-1.0
825	122	-1.0
236	35	-1.0
82	107	-1.0
853	211	-1.0
249	364	-1.0
2	208	-1.0
283	126	-1.0
527	101	-1.0
807	139	-1.0
913	273	-1.0
346	111	-1.0
21	212	-1.0
917	127	-1.0
711	36	-1.0
660	173	-1.0
8	147	-1.0
602	146	-1.0
353	14	-1.0
162	187	-1.0
696	127	-1.0
407	35	-1.0
754	107	-1.0
804	220	-1.0
76	101	-1.0
460	366	-1.0
398	261	-1.0
272	15	-1.0
643	300	-1.0
889	681	-1.0
524	143	-1.0
472	427	-1.0
552	341	-1.0
688	257	-1.0
707	127	-1.0
477	100	-1.0
235	127	-1.0
828	225	-1.0
767	132	-1.0
580	147	-1.0
618	107	-1.0
375	134	-1.0
692	107	-1.0
625	17	-1.0
654	273	-1.0
566	140	-1.0
70	139	-1.0
225	133	-1.0
751	558	-1.0
697	208	-1.0
53	169	-1.0
254	139	-1.0
209	152	-1.0
243	367	-1.0
138	278	-1.0
184	300	-1.0
395	196	-1.0
321	674	-1.0
903	127	-1.0
7	726	-1.0
565	115	-1.0
5	209	-1.0
470	172	-1.0
821	139	-1.0
805	88	-1.0
768	212	-1.0
716	107	-1.0
492	120	-1.0
610	173	-1.0
553	113	-1.0
831	219	-1.0
603	220	-1.0
216	140	-1.0
298	105	-1.0
84	36	-1.0
179	123	-1.0
294	558	-1.0
387	191	-1.0
24	172	-1.0
798	220	-1.0
392	822	-1.0
755	101	-1.0
666	273	-1.0
56	390	-1.0
869	228	-1.0
902	219	-1.0
150	228	-1.0
792	183	-1.0
62	35	-1.0
521	34	-1.0
286	598	-1.0
604	101	-1.0
733	366	-1.0
464	228	-1.0
115	107	-1.0
701	153	-1.0
495	635	-1.0
386	3	-1.0
456	147	-1.0
446	108	-1.0
868	36	-1.0
189	129	-1.0
200	31	-1.0
361	166	-1.0
308	171	-1.0
177	477	-1.0
248	133	-1.0
151	631	-1.0
811	161	-1.0
370	120	-1.0
860	172	-1.0
288	172	-1.0
448	101	-1.0
650	36	-1.0
648	146	-1.0
658	31	-1.0
253	34	-1.0
932	644	-1.0
363	34	-1.0
943	31	-1.0
838	170	-1.0
116	471	-1.0
508	131	-1.0
593	685	-1.0
223	366	-1.0
634	300	-1.0
486	366	-1.0
850	132	-1.0
142	111	-1.0
482	225	-1.0
790	685	-1.0
507	208	-1.0
210	241	-1.0
104	114	-1.0
401	355	-1.0
159	114	-1.0
668	138	-1.0
934	510	-1.0
715	520	-1.0
864	427	-1.0
118	173	-1.0
81	211	-1.0
393	341	-1.0
268	866	-1.0
886	126	-1.0
429	816	-1.0
942	252	-1.0
694	673	-1.0
506	192	-1.0
187	142	-1.0
621	273	-1.0
835	147	-1.0
57	273	-1.0
676	122	-1.0
677	111	-1.0
72	278	-1.0
330	565	-1.0
703	260	-1.0
219	140	-1.0
16	147	-1.0
352	127	-1.0
199	114	-1.0
788	36	-1.0
476	17	-1.0
911	100	-1.0
815	133	-1.0
271	824	-1.0
540	799	-1.0
174	909	-1.0
63	225	-1.0
896	824	-0.981980506062
399	510	-0.981980506062
653	824	-0.973328526785
749	179	-0.970725343394
851	925	-0.970725343394
296	35	-0.970725343394
295	375	-0.970725343394
125	651	-0.970725343394
430	726	-0.970725343394
710	812	-0.968245836552
493	427	-0.962250448649
58	651	-0.962250448649
99	861	-0.953462589246
699	208	-0.948683298051
796	845	-0.923076923077
533	685	-0.912870929175
514	172	-0.908893259146
588	558	-0.906326967175
64	273	-0.904534033733
280	558	-0.904534033733
747	302	-0.894427191
49	36	-0.894427191
201	61	-0.891132788679
474	418	-0.88752031396
250	827	-0.883883476483
207	147	-0.878310065654
102	341	-0.878310065654
487	140	-0.878310065654
417	558	-0.875
721	132	-0.875
682	36	-0.870388279778
391	873	-0.868599036215
870	866	-0.867527617236
130	855	-0.866025403784
425	477	-0.866025403784
629	888	-0.866025403784
854	88	-0.866025403784
90	127	-0.857492925713
6	431	-0.855716963311
919	208	-0.854850414265
305	873	-0.850962943397
454	681	-0.823815705352
551	172	-0.816496580928
144	302	-0.810092587301
532	242	-0.801783725737
450	50	-0.794719414239
327	309	-0.790569415042
758	914	-0.78822824324
406	736	-0.787295821622
299	431	-0.774596669241
455	688	-0.759256602365
435	688	-0.755928946018
145	358	-0.746202507245
85	36	-0.742781352708
297	873	-0.741144907996
378	866	-0.73029674334
234	242	-0.709299365615
43	140	-0.708333333333
293	812	-0.699913239273
334	166	-0.699193909961
655	341	-0.69560834364
663	861	-0.692958928675
345	281	-0.692218655243
178	866	-0.673820281015
303	729	-0.643267520903
276	866	-0.618282077431
592	36	-0.613615535836
416	427	-0.585490822656
537	845	-0.58488533862
13	594	-0.570281718923
